BTBEntries,globalPred_size,choicePred_size,lookups,BTBLookups,Branches_not_in_BTB,BTBHits,BTBHitPct,BTBMissPct,CPI,Branches,predictedBranches,BranchMispred,BranchMispredPercent,unpredictable,predictable_pct,unpredictable_pct
1024,512,8192,97499524,58960855,38538669,51012734,86.519665,13.480335,3.087651886,97499524,56332346,6696794,6.86854,41167178,57.7770472,42.2229528
1024,512,32768,97499524,59232257,38267267,51272915,86.562487,13.437513,3.114692386,97499524,56682956,6872556,7.04881,40816568,58.13664895,41.86335105
1024,1024,16,97499524,57573001,39926523,50549188,87.800162,12.199838,3.194501836,97499524,55936407,7391315,7.580873,41563117,57.37095393,42.62904607
1024,1024,512,97499524,55316633,42182891,50531101,91.348837,8.651163,3.120598786,97499524,55942163,6910948,7.088186,41557361,57.37685755,42.62314245
1024,1024,1024,97499524,54929662,42569862,50784958,92.454525,7.545475,3.042834286,97499524,56196130,6405481,6.569756,41303394,57.6373378,42.3626622
1024,1024,8192,97499524,55104873,42394651,50878804,92.330862,7.669138,3.031155586,97499524,56290201,6329570,6.491898,41209323,57.73382135,42.26617865
1024,1024,32768,97499524,55092553,42406971,50870949,92.337251,7.662749,3.029959786,97499524,56282342,6321797,6.483926,41217182,57.72576079,42.27423921
1024,8192,16,97499524,52671741,44827783,50729562,96.312674,3.687326,3.062926786,97499524,56135583,6536081,6.703706,41363941,57.57523801,42.42476199
1024,8192,512,97499524,51822626,45676898,50606798,97.653866,2.346134,3.040112386,97499524,56021141,6387789,6.55161,41478383,57.45786103,42.54213897
1024,8192,1024,97499524,51958403,45541121,50762503,97.698351,2.301649,2.978013436,97499524,56176875,5984147,6.137617,41322649,57.61758898,42.38241102
1024,8192,8192,97499524,51955343,45544181,50762134,97.703395,2.296605,2.978091886,97499524,56176431,5984657,6.13814,41323093,57.6171336,42.3828664
1024,8192,32768,97499524,51955351,45544173,50762113,97.70334,2.29666,2.978093236,97499524,56176408,5984666,6.138149,41323116,57.61711001,42.38288999
1024,32768,16,97499524,51638777,45860747,50700506,98.183011,1.816989,2.948229436,97499524,56112980,5790552,5.939057,41386544,57.55205533,42.44794467
1024,32768,512,97499524,51486998,46012526,50629304,98.334154,1.665846,2.934362236,97499524,56044596,5700416,5.846609,41454928,57.48191755,42.51808245
1024,32768,1024,97499524,51504711,45994813,50651455,98.343344,1.656656,2.933374486,97499524,56066715,5693996,5.840024,41432809,57.50460382,42.49539618
1024,32768,8192,97499524,51502154,45997370,50651159,98.347652,1.652348,2.933372386,97499524,56066477,5693982,5.84001,41433047,57.50435971,42.49564029
1024,32768,32768,97499524,51502137,45997387,50651147,98.347661,1.652339,2.933376586,97499524,56066463,5694009,5.840038,41433061,57.50434535,42.49565465
