BTBEntries,localPred_size,lookups,BTBLookups,Branches_not_in_BTB,BTBHits,BTBHitPct,BTBMissPct,CPI,Branches,predictedBranches,BranchMispred,BranchMispredPercent,unpredictable,predictable_pct,unpredictable_pct
2048,128,97499524,74692602,22806922,53124714,71.124466,28.875534,3.583991836,97499524,58534875,9922988,10.177473,38964649,60.03606233,39.96393767
2048,256,97499524,73105543,24393981,53160183,72.717035,27.282965,3.519911686,97499524,58484471,9506469,9.750272,39015053,59.98436567,40.01563433
2048,512,97499524,69238668,28260856,52551203,75.898634,24.101366,3.622252336,97499524,57875462,10171680,10.432543,39624062,59.359738,40.640262
2048,1024,97499524,63716500,33783024,52461526,82.335856,17.664144,3.594542686,97499524,57781855,9991568,10.247812,39717669,59.26373035,40.73626965
2048,2048,97499524,56813495,40686029,52422352,92.270951,7.729049,3.595373986,97499524,57742661,9996971,10.253354,39756863,59.22353118,40.77646882
2048,8192,97499524,54781959,42717565,53131027,96.986358,3.013642,3.444155986,97499524,58541736,9014059,9.245234,38957788,60.04309929,39.95690071
2048,32768,97499524,53862982,43636542,53128762,98.636875,1.363125,3.442273186,97499524,58548292,9001821,9.232682,38951232,60.04982342,39.95017658
8192,16,97499524,74826837,22672687,53938283,72.084141,27.915859,4.375083736,97499524,59234543,15065060,15.451419,38264981,60.75367404,39.24632596
8192,32,97499524,74822765,22676759,53944474,72.096339,27.903661,4.217186686,97499524,59089817,14038734,14.398772,38409707,60.60523639,39.39476361
8192,64,97499524,75804047,21695477,55247332,72.881771,27.118229,3.721120786,97499524,60480333,10814322,11.091666,37019191,62.03141361,37.96858639
8192,128,97499524,74414914,23084610,53713515,72.181115,27.818885,3.554080036,97499524,59120175,9728562,9.978061,38379349,60.63637295,39.36362705
8192,256,97499524,72827248,24672276,53748548,73.8028,26.1972,3.478018486,97499524,59069335,9234164,9.470984,38430189,60.58422911,39.41577089
8192,512,97499524,68956302,28543222,53135155,77.056271,22.943729,3.582889186,97499524,58455918,9915821,10.170122,39043606,59.9550804,40.0449196
8192,1024,97499524,63692141,33807383,53187866,83.507738,16.492262,3.508554136,97499524,58507899,9432645,9.674555,38991625,60.0083945,39.9916055
8192,2048,97499524,56789137,40710387,53148694,93.589543,6.410457,3.509384836,97499524,58468707,9438045,9.680093,39030817,59.96819738,40.03180262
8192,8192,97499524,54674348,42825176,53683670,98.188039,1.811961,3.359841286,97499524,59094083,8466016,8.683136,38405441,60.6096118,39.3903882
8192,32768,97499524,53769818,43729706,53674884,99.823444,0.176556,3.357883786,97499524,59094414,8453293,8.670086,38405110,60.60995129,39.39004871
32768,16,97499524,74826826,22672698,53942717,72.090078,27.909922,4.374403036,97499524,59238977,15060635,15.446881,38260547,60.75822175,39.24177825
32768,32,97499524,74822756,22676768,53948962,72.102345,27.897655,4.216497736,97499524,59094305,14034256,14.394179,38405219,60.60983949,39.39016051
32768,64,97499524,75804041,21695483,55251821,72.887699,27.112301,3.720432136,97499524,60484822,10809845,11.087075,37014702,62.03601773,37.96398227
32768,128,97499524,74414904,23084620,53718002,72.187155,27.812845,3.553390936,97499524,59124662,9724083,9.973467,38374862,60.64097503,39.35902497
32768,256,97499524,72827237,24672287,53753033,73.808969,26.191031,3.477328786,97499524,59073820,9229681,9.466386,38425704,60.58882913,39.41117087
32768,512,97499524,68956294,28543230,53139641,77.062786,22.937214,3.582199336,97499524,58460404,9911337,10.165523,39039120,59.95968144,40.04031856
32768,1024,97499524,63692131,33807393,53192350,83.514791,16.485209,3.507863986,97499524,58512383,9428159,9.669954,38987141,60.0129935,39.9870065
32768,2048,97499524,56789127,40710397,53153178,93.597456,6.402544,3.508694686,97499524,58473191,9433559,9.675492,39026333,59.97279638,40.02720362
32768,8192,97499524,54674344,42825180,53688159,98.196256,1.803744,3.359151286,97499524,59098572,8461531,8.678536,38400952,60.61421592,39.38578408
32768,32768,97499524,53769814,43729710,53679369,99.831792,0.168208,3.357194536,97499524,59098899,8448812,8.665491,38400625,60.61455131,39.38544869
